name,address,city,country,site_link,source_url
a.kitchen + bar,"135 S 18th St, Philadelphia, PA 19103",Philadelphia,United States,https://akitchenandbar.com,https://thebestrestaurantsguide.com/restaurants/a-kitchen-and-bar
A la Bonne Vôtre,"207 Rue Lindsay, Drummondville, QC J2C 1N8, Canada",Drummondville,Canada,https://www.alabonnevotre.ca,https://thebestrestaurantsguide.com/restaurants/a-la-bonne-votre
À L'aise,"Essendrops gate 6, 0368 Oslo, Norway",Oslo,Norway,https://www.alaise.no,https://thebestrestaurantsguide.com/restaurants/a-laise
A Land Remembered,"9939 Universal Blvd, Orlando, FL 32819",Orlando,United States,https://www.landrememberedrestaurant.com,https://thebestrestaurantsguide.com/restaurants/a-land-remembered
A Mano,"R1 Level (Stall 144, Power Plant Mall, Rockwell Center, Makati, Metro Manila, Philippines",Manila,Philippines,https://www.afhospitality.com,https://thebestrestaurantsguide.com/restaurants/a-mano-manila
a’Mare,"Crown Sydney, Level 1/1 Barangaroo Ave, Barangaroo NSW 2000, Australia",Sydney,Australia,https://www.crownsydney.com.au/indulge/amare,https://thebestrestaurantsguide.com/restaurants/a-mare
A Pig In A Fur Coat,"940 Williamson St, Madison, WI 53703",Madison,United States,http://www.apiginafurcoat.com,https://thebestrestaurantsguide.com/restaurants/a-pig-in-a-fur-coat
A Pizza da Mooca,"R. da Mooca, 1747 - Mooca, São Paulo - SP, 03103-003, Brazil",São Paulo,Brazil,https://www.apizzadamooca.com.br,https://thebestrestaurantsguide.com/restaurants/a-pizza-da-mooca
à plus,"1137 Nishikubohommachi, Gose, Nara, 639-2228, Japan",Nara,Japan,https://www.google.com/maps/place/1137%20Nishikubohommachi%2C%20Gose%2C%20Nara%2C%20639-2228%2C%20Japan,https://thebestrestaurantsguide.com/restaurants/a-plus
A Prayer for the Wild at Heart,"44 Hurtle Square, Adelaide SA 5000, Australia",Adelaide,Australia,https://www.aprayerforthewildatheart.com.au,https://thebestrestaurantsguide.com/restaurants/a-prayer-for-the-wild-at-heart
A.R. Valentien,"11480 N Torrey Pines Rd, La Jolla, CA 92037",San Diego,United States,https://www.lodgetorreypines.com/ar-valentien,https://thebestrestaurantsguide.com/restaurants/a-r-valentien
A Reverie,"403516, Holiday St, Gauravaddo, Calangute, Goa 403515, India",Calangute,India,https://www.google.com/maps/place/403516%2C%20Holiday%20St%2C%20Gauravaddo%2C%20Calangute%2C%20Goa%20403515%2C%20India,https://thebestrestaurantsguide.com/restaurants/a-reverie
A.T,"4bis Rue du Cardinal Lemoine, 75005 Paris, France",Paris,France,http://www.atsushitanaka.com,https://thebestrestaurantsguide.com/restaurants/a-t-paris
A Tafona,"Rúa da Virxe da Cerca, 7, 15703 Santiago de Compostela, A Coruña, Spain",Santiago de Compostela,Spain,https://www.luciafreitas.es/a-tafona,https://thebestrestaurantsguide.com/restaurants/a-tafona
A Taste of Abyssinia,"South Burlington, VT 05403, United States",South Burlington,United States,https://atasteofabyssinia.com,https://thebestrestaurantsguide.com/restaurants/a-taste-of-abyssinia
A Touch of Salt,"86 Ogden St, Townsville QLD 4810, Australia",Townsville,Australia,https://www.atouchofsalt.com.au,https://thebestrestaurantsguide.com/restaurants/a-touch-of-salt
A Ver Tavira,"Calçada da Galeria 13, Tavira, 8800-306, Portugal",Tavira,Portugal,https://avertavira.com,https://thebestrestaurantsguide.com/restaurants/a-ver-tavira
A. Wong,"70 Wilton Rd, Pimlico, London SW1V 1DE, UK",London,United Kingdom,https://www.awong.co.uk,https://thebestrestaurantsguide.com/restaurants/a-wong
A1 Canteen,"2 Kensington St, Chippendale NSW 2008, Australia",Sydney,Australia,https://www.a1canteen.com.au,https://thebestrestaurantsguide.com/restaurants/a1-canteen
A16,"2355 Chestnut St, San Francisco, CA 94123, USA",San Francisco,United States,https://www.a16pizza.com,https://thebestrestaurantsguide.com/restaurants/a16
AAKTUN,"704 Ramseur St, Durham, NC 27701, USA",Durham,United States,https://aaktun.info,https://thebestrestaurantsguide.com/restaurants/aaktun
AAKTUN Clayton,"401 E Main St, Clayton, NC 27520, USA",Clayton,United States,https://aaktun.info,https://thebestrestaurantsguide.com/restaurants/aaktun-clayton
AALIA,"Shop 7.07-7.08/25 Martin Pl, Sydney NSW 2000, Australia",Sydney,Australia,https://www.aaliarestaurant.com,https://thebestrestaurantsguide.com/restaurants/aalia
Aan de Poel,"Handweg 1, 1185 TZ Amstelveen, Netherlands",Amsterdam,Netherlands,http://www.aandepoel.nl,https://thebestrestaurantsguide.com/restaurants/aan-de-poel
Aan de Zweth,"Rotterdamseweg 480, 2636 KB Schipluiden, Netherlands",Schipluiden,Netherlands,https://www.aandezweth.nl,https://thebestrestaurantsguide.com/restaurants/aan-de-zweth
Aan Sjuuteeänjd,"Dorpsstraat 74, 6365 BH Schinnen, Netherlands",Schinnen,Netherlands,https://sjuut.nl,https://thebestrestaurantsguide.com/restaurants/aan-sjuuteeanjd
Aba — Austin,"1011 S Congress Ave, Austin, TX 78704",Austin,United States,https://www.abarestaurants.com/austin,https://thebestrestaurantsguide.com/restaurants/aba-austin
Aba — Chicago,"302 N Green St 3rd Floor, Chicago, IL 60607",Chicago,United States,https://www.abarestaurants.com,https://thebestrestaurantsguide.com/restaurants/aba-chicago
Aba — Nashville,"435 Houston St, Nashville, TN 37203, USA",Nashville,United States,https://www.abarestaurants.com/nashville,https://thebestrestaurantsguide.com/restaurants/aba-nashville
Ababol,"Calderón de la Barca 14, Albacete, 02002, Spain",Albacete,Spain,https://restauranteababol.es,https://thebestrestaurantsguide.com/restaurants/ababol
ABaC,"Av. del Tibidabo, 1, 08022 Barcelona, Spain",Barcelona,Spain,http://www.abacrestaurant.com,https://thebestrestaurantsguide.com/restaurants/abac
Abacá,"2700 Jones St, San Francisco, CA 94133",San Francisco,United States,https://www.restaurantabaca.com,https://thebestrestaurantsguide.com/restaurants/abaca
Abajo,"301 Church St, New York, NY 10013",New York,United States,https://www.google.com/maps/place/301%20Church%20St%2C%20New%20York%2C%20NY%2010013,https://thebestrestaurantsguide.com/restaurants/abajo
Abantal,"Alcalde José de la Bandera 7, Seville, 41003, Spain",Seville,Spain,http://www.abantalrestaurante.es,https://thebestrestaurantsguide.com/restaurants/abantal
A'Barra,"Del Pinar 15, Madrid, 28006, Spain",Madrid,Spain,http://www.restauranteabarra.com,https://thebestrestaurantsguide.com/restaurants/abarra
ABBA,"via Varesina 177, Milan, 20156, Italy",Milan,Italy,https://www.ristoranteabba.com,https://thebestrestaurantsguide.com/restaurants/abba
Abbruzzino,"Via Fiume Savuto, 88100 Cava-cuculera Nobile CZ, Italy",Catanzaro,Italy,http://www.abbruzzino.it,https://thebestrestaurantsguide.com/restaurants/abbruzzino
Abbruzzino Oltre,"Piazza Salvo D'Acquisto, 16, 88046 Lamezia Terme CZ, Italy",Lamezia Terme,Italy,https://www.abbruzzinoltre.it,https://thebestrestaurantsguide.com/restaurants/abbruzzino-oltre
ABC Kitchens,"55 Water St, Brooklyn, NY 11201",Brooklyn,United States,https://www.abckitchensdumbo.com,https://thebestrestaurantsguide.com/restaurants/abc-kitchens
Abe & Louie's — Boca Raton,"2200 Glades Rd, Boca Raton, FL 33431",Fort Lauderdale,United States,https://abeandlouies.com,https://thebestrestaurantsguide.com/restaurants/abe-and-louies-boca-raton
Abe & Louie's — Boston,"793 Boylston St, Boston, MA 02116",Boston,United States,https://abeandlouies.com,https://thebestrestaurantsguide.com/restaurants/abe-and-louies-boston
Abhi's,"163 Concord Rd, North Strathfield NSW 2137, Australia",Sydney,Australia,https://www.abhisindian.com.au,https://thebestrestaurantsguide.com/restaurants/abhis
Abla's,"109 Elgin St, Carlton VIC 3053, Australia",Melbourne,Australia,https://ablas.com.au,https://thebestrestaurantsguide.com/restaurants/ablas
Abocar Due Cucine,"Via Carlo Farini, 13, 47921 Rimini RN, Italy",Rimini,Italy,http://www.abocarduecucine.it,https://thebestrestaurantsguide.com/restaurants/abocar-due-cucine
ABODE Bistro Bar,"150 Day St, Sydney NSW 2000, Australia",Sydney,Australia,https://abodebistro.com,https://thebestrestaurantsguide.com/restaurants/abode-bistro-bar
County Restaurant — ABode,"30-33 High St, Canterbury CT1 2RX, United Kingdom",Canterbury,United Kingdom,https://www.abodecanterbury.co.uk,https://thebestrestaurantsguide.com/restaurants/abode-canterbury
About 8,"8 Centenary Square, Birmingham, B1 2EA, United Kingdom",Birmingham,United Kingdom,https://restaurant8.co.uk,https://thebestrestaurantsguide.com/restaurants/about-8
Above Board (Bar),"Level 1/306 Smith Street Chopper Lane"" , Collingwood VIC 3066, Australia",Melbourne,Australia,http://aboveboardbar.com,https://thebestrestaurantsguide.com/restaurants/above-board
Abraxas Osteria,"Via Scalandrone, 15, 80078 Pozzuoli NA, Italy",Pozzuoli,Italy,http://www.abraxasosteria.it,https://thebestrestaurantsguide.com/restaurants/abraxas-osteria
Absinthe Brasserie & Bar,"398 Hayes St, San Francisco, CA 94102",San Francisco,San Francisco,https://www.absinthe.com,https://thebestrestaurantsguide.com/restaurants/absinthe-brasserie-and-bar
Absinthium,"Hotel Oriente, C. del Coso, 11, 50003 Zaragoza, Spain",Zaragoza,Spain,https://absinthium.es,https://thebestrestaurantsguide.com/restaurants/absinthium
Aburi Hana,"102 Yorkville Ave, Unit 4 Lower Level, Toronto, ON M5R 1B9, Canada",Toronto,Canada,https://www.aburihana.com,https://thebestrestaurantsguide.com/restaurants/aburi-hana
ABV,"3174 16th St, San Francisco, California, 94103",San Francisco,United States,https://www.abvsf.com,https://thebestrestaurantsguide.com/restaurants/abv
Abysse,"1-30-12 Ebisunishi, Shibuya-ku, Tokyo, 107-0062, Japan",Tokyo,Japan,https://abysse.jp,https://thebestrestaurantsguide.com/restaurants/abysse
Acá 1°,"2-1-1 Muromachi Mitsui Building No. 2 1F, Nihonbashi, Chuo 103-0022 Tokyo Prefecture",Tokyo,Japan,http://aca-kyoto.jp,https://thebestrestaurantsguide.com/restaurants/aca-1
Acamaya,"3070 Dauphine St, New Orleans, LA 70117, USA",New Orleans,United States,https://www.google.com/maps/place/3070%20Dauphine%20St%2C%20New%20Orleans%2C%20LA%2070117%2C%20USA,https://thebestrestaurantsguide.com/restaurants/acamaya
Acanto,"18 S Michigan Ave, Chicago, IL 60603",Chicago,United States,https://www.acantochicago.com,https://thebestrestaurantsguide.com/restaurants/acanto
Acanto,"Piazza della Repubblica, 17, 20124 Milano MI, Italy",Milan,Italy,https://www.dorchestercollection.com/en/milan/hotel-principe-di-savoia/restaurants-bars/acanto-restaurant,https://thebestrestaurantsguide.com/restaurants/acanto-milan
Accents Table Bourse,"24 Rue Feydeau, 75002 Paris, France",Paris,France,http://www.accents-restaurant.com,https://thebestrestaurantsguide.com/restaurants/accents-table-bourse
Accursio,"Via Clemente Grimaldi, 41, 97015 Modica RG, Italy",Modica,Italy,http://www.accursioristorante.it,https://thebestrestaurantsguide.com/restaurants/accursio
Aces,"96 Gouger St, Adelaide SA 5000, Australia",Adelaide,Australia,https://aceschinatown.com,https://thebestrestaurantsguide.com/restaurants/aces
ACH Wine Bar,"389 MacArthur Ave, Hamilton QLD 4007, Australia",Brisbane,Australia,https://www.achwinebar.com,https://thebestrestaurantsguide.com/restaurants/ach-wine-bar
Achilli al Parlamento,"Via dei Prefetti, 15, 00186 Rome, Italy",Rome,Italy,https://achilli.restaurant,https://thebestrestaurantsguide.com/restaurants/achilli-al-parlamento
Ackermannshof,"St.-Johanns-Vorstadt 21, Basel, 4056, Switzerland",Basel,Switzerland,https://www.ackermannshof.ch,https://thebestrestaurantsguide.com/restaurants/ackermannshof
Àclèaf,"Àclèaf Restaurant Boringdon Hall, Plymouth PL7 4DP, United Kingdom",Plymouth,United Kingdom,https://www.boringdonhall.co.uk/dining-drinks/acleaf-restaurant,https://thebestrestaurantsguide.com/restaurants/acleaf
Acqua Pazza,"Via Dietro la Chiesa, 3-4, 04027 Ponza LT, Italy",Ponza,Italy,http://www.acquapazza.com,https://thebestrestaurantsguide.com/restaurants/acqua-pazza
Acqua Restaurant Bangkok,"16/18 Soi Somkid, Phloen Chit Rd, Lumphini, Pathum Wan, Bangkok 10330, Thailand",Bangkok,Thailand,https://www.acquarestaurantbangkok.com,https://thebestrestaurantsguide.com/restaurants/acqua-restaurant-bangkok
Acqua Restaurant,"324/15 Prabaramee Road - Patong Kalim Phuket 83100, Thailand",Phuket,Thailand,https://www.acquarestaurantphuket.com,https://thebestrestaurantsguide.com/restaurants/acqua-restaurant-thailand
Acquafarina,"425 W Georgia St, Vancouver, BC V6B 5K5, Canada",Vancouver,Canada,https://acquafarina.com,https://thebestrestaurantsguide.com/restaurants/acquafarina
Acquarello,"Mühlbaurstraße 36, 81677 Munich, Germany",Munich,Germany,http://acquarello.de,https://thebestrestaurantsguide.com/restaurants/acquarello
Acquerello,"Via dei Patrioti, 5, 21054 Fagnano Olona VA, Italy",Fagnano Olona,Italy,https://www.ristoranteacquerello.com,https://thebestrestaurantsguide.com/restaurants/acquerello-italy
Acquerello,"1722 Sacramento St, San Francisco, CA 94109, USA",San Francisco,United States,https://www.acquerellosf.com,https://thebestrestaurantsguide.com/restaurants/acquerello-sf
Acquolina,"Via del Vantaggio, 14, 00186 Roma RM, Italy",Rome,Italy,http://www.acquolinaristorante.it,https://thebestrestaurantsguide.com/restaurants/acquolina
Acre,"210 E Glenn Ave, Auburn, AL 36830",Auburn,United States,https://www.acreauburn.com,https://thebestrestaurantsguide.com/restaurants/acre
Acre,"C. Rincón de las Animas, 23407 Ánimas Bajas, B.C.S., Mexico",San José del Cabo,Mexico,https://acreresort.com/website/restaurant,https://thebestrestaurantsguide.com/restaurants/acre-restaurant
ACRU,"79 MacDougal St, New York, NY 10012",New York,United States,https://www.acru.nyc,https://thebestrestaurantsguide.com/restaurants/acru
Acte 2 Yannick Delpech,"1 Rue Paneboeuf, 31400 Toulouse, France",Toulouse,France,https://yannickdelpech-acte2.fr,https://thebestrestaurantsguide.com/restaurants/acte-2-yannick-delpech
Actinolite,"971 Ossington Ave, Toronto, ON M6G 3V5, Canada",Toronto,Canada,http://www.actinoliterestaurant.com,https://thebestrestaurantsguide.com/restaurants/actinolite
Ad Astra,"23, Lane 45, Section 2, Zhongshan North Road, Zhongshan District, Taipei, Taiwan",Taipei,Taiwan,https://www.adastra.com.tw,https://thebestrestaurantsguide.com/restaurants/ad-astra
Ad Hoc,"1 Chome-1 Fukushima, Fukushima Ward, Osaka, 553-0003, Japan",Osaka,Japan,https://www.google.com/maps/place/1%20Chome-1%20Fukushima%2C%20Fukushima%20Ward%2C%20Osaka%2C%20553-0003%2C%20Japan,https://thebestrestaurantsguide.com/restaurants/ad-hoc
Ad Hoc,"6476 Washington St, Yountville, CA 94599",Napa Valley,United States,https://www.thomaskeller.com/adhoc,https://thebestrestaurantsguide.com/restaurants/ad-hoc-napa
Ada Restaurant,"454 Great North Road, Grey Lynn, Auckland 1021, New Zealand",Auckland,New Zealand,https://www.adarestaurant.co.nz,https://thebestrestaurantsguide.com/restaurants/ada-restaurant
Adaa,"Engine Bowli, Aliabad, Hyderabad, Telangana 500053, India",Hyderabad,India,https://www.tajhotels.com/en-in/taj/taj-falaknuma-palace-hyderabad/restaurants/adaa-restaurant,https://thebestrestaurantsguide.com/restaurants/adaa-falaknuma-palace
Adachi Sushi,"No. 12, Lane 239, Zhuangjing Rd, Xinyi District, Taipei City, Taiwan 110",Taipei,Taiwan,https://www.google.com/maps/place/No.%2012%2C%20Lane%20239%2C%20Zhuangjing%20Rd%2C%20Xinyi%20District%2C%20Taipei%20City%2C%20Taiwan%20110,https://thebestrestaurantsguide.com/restaurants/adachi
Adalina,"912 N State St, Chicago, IL 60610",Chicago,United States,https://www.adalinachicago.com,https://thebestrestaurantsguide.com/restaurants/adalina
Adalina Prime,"360 N Green St, Chicago, IL 60607",Chicago,United States,https://www.adalinaprime.com,https://thebestrestaurantsguide.com/restaurants/adalina-prime
Adam / Albin,"Rådmansgatan 16, Stockholm, 114 25, Sweden",Stockholm,Sweden,https://www.adamalbin.se,https://thebestrestaurantsguide.com/restaurants/adam-albin
Adam Reid at The French,"16 Peter St, Manchester M60 2DS, UK",Manchester,United Kingdom,https://www.themidlandhotel.co.uk/thefrench,https://thebestrestaurantsguide.com/restaurants/adam-reid-at-the-french
Adam's,"16 Waterloo St, Birmingham, UK",Birmingham,United Kingdom,http://www.adamsrestaurant.co.uk,https://thebestrestaurantsguide.com/restaurants/adams
Ada's Food + Wine,"410 S Rampart Blvd #120, Las Vegas, NV 89145, USA",Las Vegas,United States,https://www.adaslv.com,https://thebestrestaurantsguide.com/restaurants/adas-food-wine
Addendum at Ad Hoc,"6476 Washington St, Yountville, CA 94599",Napa Valley,United States,https://www.thomaskeller.com/addendum,https://thebestrestaurantsguide.com/restaurants/addendum-at-ad-hoc
Addison,"5200 Grand Del Mar Way, San Diego, CA 92130, USA",San Diego,United States,http://www.addisondelmar.com,https://thebestrestaurantsguide.com/restaurants/addison
ADEGA,"1614 Alum Rock Ave, San Jose, CA 95116",San Jose,United States,https://www.adegarest.com,https://thebestrestaurantsguide.com/restaurants/adega
Adelboden,"Adelboden 3, Steinen, 6422, Switzerland",Steinen,Switzerland,https://www.wiget-adelboden.ch,https://thebestrestaurantsguide.com/restaurants/adelboden
Adele's Nashville,"1210 McGavock St, Nashville, TN 37203",Nashville,United States,https://adelesnashville.com,https://thebestrestaurantsguide.com/restaurants/adeles-nashville
Adelita Wine Bar,"32a Glenora St, Wynnum QLD 4178, Australia",Brisbane,Australia,https://www.adelitawinebar.com,https://thebestrestaurantsguide.com/restaurants/adelita-wine-bar
ADHOC,"36/22 (Soi Phrom Si 1) Sukhumvit Soi 39, Bangkok, Thailand",Bangkok,Thailand,https://www.google.com/maps/place/36%2F22%20(Soi%20Phrom%20Si%201)%20Sukhumvit%20Soi%2039%2C%20Bangkok%2C%20Thailand,https://thebestrestaurantsguide.com/restaurants/adhoc-bangkok
